Store Name,Address,Instagram,Store Type,City,# of Stores,State,ZIP Code,Customers,Brands,Categories,Specialties,Website,Phone,Facebook,Twitter
Bevs Homemade Ice Cream,"Bev's Homemade Ice Cream, 2911 West Cary Street, Richmond, VA 23221, United States of America",https://www.instagram.com/direct/t/100221331381561/?hl=en,Independent Grocery,,1,VA,23221,,graza,,,,,,
Bevvy Mart,"520 Causeway Drive, Wrightsville Beach, NC 28480, United States of America",https://www.instagram.com/direct/t/17843600135177150/,Independent Grocery,Wrightsville Beach,4,NC,284801905,,behave; whims; bjorn_qorn; coconut_cult; rishi_tea,,,,,,
Biedermans Specialty Foods,"824 Christian Street, Philadelphia, PA 19147, United States of America",https://www.instagram.com/biedermansphilly/,Supermarket,Philadelphia,1,PA,19147,,graza,,,,,,
Big Deal,"1018 Morris Park Ave, Bronx, NY, 104623163",https://www.instagram.com/foodtownsupermarkets/,Independent Grocery,Bronx,1,NY,104623163,,yolele,Full Service Deli; Meat Department; Fresh Produce; Dairy Department; Frozen Food; Fresh Seafood,fresh; local,,,https://www.facebook.com/FoodtownSupermarkets,
Big Dipper Creamery,"Big Dipper Creamery, 115 Village Center Drive, North Oaks, MN 55127, United States of America",https://www.instagram.com/direct/t/106147610778092/,Independent Grocery,,1,MN,55127,,graza,,,,,,
Big Johns Market,"Big John's Market, 1345 Healdsburg Avenue, Healdsburg, CA 95448-4702, United States of America",https://www.instagram.com/direct/t/107089184239693/,Deli/Prepared Foods,,6,CA,95448-4702,,blobs; brightland; smash_foods; cauli_puffs; chomps; unreal_snacks; fish_wife,"Bakery; Cheeses; Deli and Grab & Go; Party Tray & Catering; Gourmet & Specialty; Beer, Wines & Spirits; Coffees & Teas; Floral; Health & Beauty; Meats & Seafood; Produce; Pet Food & Supplies; Organic & Natural",local; organic; gourmet; prepared foods; farm-to-table; artisanal,,,,
Big Night,"236 West 10th Street, New York, NY 10014, United States of America",https://instagram.com/bignightbk,Boutique Grocer,New York,4,NY,10014,,bon_bon_swedish_candy; zabs_hot_sauce; diaspora_co; joon; spice_walla,Flatware & Cutlery; Serveware; Kitchen; Gifting; Pantry; Table Linens; Barware; Decor; Home; Glassware,gourmet; curated; artisanal; emerging brands,,,,
Big Rock Market,"6031 Ny-82, Stanfordville, NY, 12581",https://www.instagram.com/bigrockmarketny/?hl=en,Supermarket,Stanfordville,3,NY,12581,,bjorn_qorn; fish_wife; rishi_tea; masa_chips,Produce; Dairy; Meat; Baked Goods; Pantry Items,local; artisanal; curated; sustainable,,,,
Biggers Market,"6458 Carolina Beach Road, Wilmington, NC, 28412",https://www.instagram.com/direct/t/17843066555136858/,Independent Grocery,Wilmington,1,NC,28412,,spice_walla,,,,,,
Biltmore Co.,"1 Lodge St., Asheville, NC, 28803",https://www.instagram.com/direct/t/116088349780648/,Independent Grocery,Asheville,1,NC,28803,,spice_walla,,,,,,
Bishop Orchards,"Little Red BarN, 1355 Boston Post Road, Guilford, CT 06437, United States of America",https://www.instagram.com/direct/t/114243393300111/,Independent Grocery,Guilford,3,CT,6437,,loisa; one_trick_pony; rishi_tea; unreal_snacks,,,,(203) 453-2338,,
Blackbelly,"Blackbelly Market, 1606 Conestoga Street, Boulder, CO 80301, United States of America",https://www.instagram.com/direct/t/107510460646220/,Independent Grocery,Boulder,1,CO,80301,,graza,,,,,,
Blackwater,"705 Higuera Street, San Luis Obispo, CA 93401, United States of America",https://www.instagram.com/direct/t/118695512851723/,Independent Grocery,San Luis Obispo,2,CA,93401,,graza; zabs_hot_sauce,,,,,,
Blanche & Mimi,"Blanche + Mimi, 195 Commercial Street, Portland, ME 04101, United States of America",https://www.instagram.com/blancheandmimi/?hl=en,Independent Grocery,Portland,1,ME,4101,,diaspora_co; fish_wife,,,,,,
Bliss,"355 West 19th Street, Houston, TX 77008, USA",https://instagram.com/blissdrugsnyc/,Health/Supplement Store,,13,TX,77008,,alice_mushrooms; bon_bon_swedish_candy; spice_walla; brightland; fish_wife; floura; fly_by_jing; narra; unreal_snacks,Surgical Supplies; Medical Supplies; Diabetic Shoes; Orthopedic Shoes; Vitamins; Flu Shots; Pneumonia Vaccines; Vision Tests; Notary Services; Special Orders; Sympathy Flowers; Wedding Flowers; Birthday Flowers; Easter Flowers; Anniversary Flowers; Get Well Flowers; Graduation Flowers; New Baby Flowers; Prom Flowers; Gift Baskets,surgical; medical; wellness; notary; vaccines; custom; luxury; seasonal; artistry,,,https://www.facebook.com/pg/Bliss-Drugs-Pharmacy-723252638091944/about/?ref=page_internal,
Blossom Grocery,"Naomi's Gas and Grocery, 11196 State Route 525, Langley, WA 98239, United States of America",https://www.instagram.com/direct/t/17843740733972252/,Supermarket,Lopez Island,4,WA,98239,,chomps; unreal_snacks; coconut_cult; masa_chips; rishi_tea; smash_foods,,,,(360)468-2204,,
Blue Door Gatherings,"400 Dwight Street, Holyoke, MA 01040, United States of America",https://www.instagram.com/direct/t/102286004507081/,Independent Grocery,Holyoke,1,MA,1040,,brightland,,,,,,
Blue Water,"On the Alley, 117 Harbor Way, Santa Barbara, CA 93109, United States of America",https://instagram.com/on_the_alley,Independent Grocery,Santa Barbara,3,CA,93109,,fish_wife; rishi_tea; spice_walla,Tacos; Burgers; Salads; Breakfast; Soups; Fish & Chips; Smoothies; Breakfast Bowls; Takeout; Online Ordering,local; casual; fresh; wallet-friendly,,,https://facebook.com/onthealley,
Blush,"131 South Water Street, Liberty, MO 64068, United States of America",https://www.instagram.com/direct/t/17842597742346755/,Independent Grocery,Liberty,3,MO,64068,,graza; masa_chips; stellar_snacks,,,,,,
Board143,"776 Country Way, Scituate, MA 02066-1713, USA",https://www.instagram.com/direct/t/120413272679913/,Wine/Beer/Liquor,,2,MA,02066-1713,,alice_mushrooms; fish_wife; graza,Wine; Craft Beer; Local Cheese; Gourmet Food; Gift Cards; Charcuterie Boards; Events; Thanksgiving; Easter; Mother's Day; Ferry; Subway; Bus; User Guides; Accessibility; Service Alerts; Paratransit; Commuter Rail; Parking; Bikes,local; gourmet; curated; community-driven; sustainable; public transport; accessible,,,,
Boards & Beez,"5057 Wooster Pike, Cincinnati, OH 45226, United States of America",https://www.instagram.com/boardsandbeez/,Independent Grocery,Cincinnati,2,OH,45227,,brightland; masa_chips; stellar_snacks,Apparel; Accessories; Sponsorships; Hats; Gift Certificates; Picnic Areas; Indoor Facilities; Volunteer Opportunities; Golf Gear; Books; Posters; Park Passes; Golf Courses; Programs; Charley Harper Collection; Recreation; Events; Athletic Fields; Holiday Gift Packages; Drinkware; Campgrounds; Board Games; Sandwiches; Salads; Comfort Food; Cocktails; Coffee; Tea; Gift Cards; Private Events; Unlimited Play,conservation; community-focused; sustainable; local; wildlife conservation; outdoor recreation; artisanal; curated,,(513) 914-5004,https://www.facebook.com/boardsandbrewsnh,
Bodega Boise,"Bodega, 1180 Central Avenue, Saint Petersburg, FL 33701, United States of America",https://www.instagram.com/direct/t/115052583214347/,Independent Grocery,,1,FL,33701,,narra,,,,,,
Bodega Los Alamos,"Bodega Los Alamos, 273 Bell Street, Los Alamos, CA 93440, United States of America",https://www.instagram.com/direct/t/102063631194627/,Independent Grocery,Los Alamos,1,CA,93440,,graza,,,,,,
Bogarts Doughnut Co.,"Bogart's Doughnut Co., 904 West 36th Street, Minneapolis, MN 55408, United States of America",https://www.instagram.com/bogartsdoughnuts/,Bakery,,1,MN,55408,,graza,Doughnuts; Delivery; Catering; Merchandise,kosher; local; artisanal,,,https://www.facebook.com/bogartsdoughnutco,https://twitter.com/bogartsdoughnut
Boise Co-Op,"2350 North Eagle Road, Meridian, ID 83646, United States of America",https://www.instagram.com/direct/t/110607167003254/,Co-op,Meridian,2,ID,83646,,a_dozen_cousins; rishi_tea; chomps; unreal_snacks,,,,,,
Boketto Wellness,"106 North Vine Street, Richmond, VA 23220, United States of America",https://www.instagram.com/direct/t/107441957311942/,Independent Grocery,Richmond,1,VA,23220,,brightland; graza,,,,(804) 354-6707,,
Book,"2945 College Ave., Berkeley, CA, 94611",https://www.instagram.com/booksocietysocial,Boutique Grocer,Berkeley,4,CA,94611,,bjorn_qorn; diaspora_co; rishi_tea; unreal_snacks,Beverages; Coffee; Tea; Merchandise; Gift Cards,artisanal; curated; local; sustainable,,,https://www.facebook.com/booksocietysocial,
Boombalattis,"Boombalatti's Homemade Ice Cream, 1127 Military Cutoff Road, Wilmington, NC 28405, United States of America",https://www.instagram.com/boombalattis/,Boutique Grocer,,1,NC,28405,,graza,Shop; Gift Cards; Ice Cream; Special Events; Birthday Cakes; Flavors; Cakes; Pints; Seasonal Cakes; Catering; Merchandise,gourmet; local; artisanal; small-batch,,,https://www.facebook.com/boombalattis,https://twitter.com/boombalattis
Boomtown Creamery,"Boomtown Creamery, 110 East Main Street, New Albany, IN 47150, United States of America",https://www.instagram.com/direct/t/17847187790668238/,Independent Grocery,,1,IN,47150,,graza,,,,,,
Boone Street Market,"101 Boone St., Jonesborough, TN, 37659",https://www.instagram.com/direct/t/102936341106748/,Independent Grocery,Jonesborough,1,TN,37659,,spice_walla,,,,,,
Bosch Kitchen Center,"8940 700 East, Sandy, UT 84070, United States of America",https://www.instagram.com/direct/t/101746681229670/,Independent Grocery,Sandy,2,UT,84070,,brightland; fish_wife; spice_walla,,,,,,
Boston General,"626 High Street, Dedham, MA, 02026",https://www.instagram.com/bostongeneralstore/,Gift/Specialty Shop,Dedham,4,MA,2026,,bjorn_qorn; diaspora_co; graza,Bath; Kitchen; Home; Office; Apparel & Accessories; Greeting Cards; Gift Boxes; Holiday Gifts; Pet Products; Beauty,fair trade; low waste; USA manufactured; women owned; vegan; slow living,,,https://www.facebook.com/bostongeneralstore,
Botanist And Barrel,"Over Easy Cafe, 32 Broadway Street, Asheville, NC 28802, United States of America",https://www.instagram.com/direct/t/109279260460621/,Independent Grocery,Asheville,3,NC,28801,,fish_wife; spice_walla,,,,,,
Botiwalla Pcm,"675 Ponce De Leon Avenue Northeast, Atlanta, GA, 30308",https://www.instagram.com/direct/t/119584312761620/,Independent Grocery,Atlanta,1,GA,30308,,spice_walla,,,,,,
Bow Street,"Bow Street Beverage, 495 Forest Avenue, Portland, ME 04101, United States of America",https://www.instagram.com/bowstreetbeverage/,Wine/Beer/Liquor,,2,ME,4101,,blobs; loisa,Beer; Wine; Spirits; Mixers and Bitters; Non-Alcoholic; Hemp Based THC/CBD; Bakery; Butcher; Deli; Grocery & Specialty; Produce; Seafood; Wine & Spirits,local; organic; kosher; value driven; special occasion; fresh; sustainable; farm-to-table,,,https://www.facebook.com/BowBeverage/,
Box + Wood Gift Company,"Montaluce Winery & Restaurant, 50 Hightower Church Road, Dahlonega, GA 30533, United States of America",https://www.instagram.com/montalucewinery/,Restaurant/Eatery,Dahlonega,2,GA,30533,,brightland,Wines; Dining; Events; Gift Cards; Villa Rentals; Wine Tastings; Italian Cuisine; Farm-to-Table; Catering; Private Events,farm-to-table; artisanal; local; sustainable; gourmet,,(706) 389-8296,https://www.facebook.com/Montaluce/,https://twitter.com/MontaluceWinery
Bradleys,"141 N. Peters RD., Knoxville, TN, 37923",https://www.instagram.com/direct/t/114085823316879/,Independent Grocery,Knoxville,1,TN,37923,,spice_walla,,,,,,
Brattleboro Food Co,"Brattleboro Food Co-Op, 2 Main Street, Brattleboro, VT 05301, United States of America",https://www.instagram.com/brattleborofoodcoop,Co-op,Brattleboro,2,VT,5301,,a_dozen_cousins; rishi_tea; chomps; unreal_snacks,,,,,,
Bread Alone,"22 Mill Hill Rd, Woodstock, NY, 12498",https://www.instagram.com/direct/t/119187226134980/,Bakery,Woodstock,5,NY,12498,,bjorn_qorn; brightland,Breads; Cafe foods; Pizza; Pastries; Grocery,sourdough; organic; plant-based; local; sustainable; artisanal; plant-forward,,,,
Bread And Roses Market,"6360 SE Foster Rd., Portland, OR, 97206",https://www.instagram.com/breadandrosesmarket/,Bakery,Portland,3,OR,97206,,bjorn_qorn; rishi_tea; blobs; stellar_snacks; freestyle_snacking,Drinks; Specialty Cakes; Pies; Bakery; Wedding Cakes; Coffee; Catering,natural; local; organic; artisanal; small-batch,,,https://www.facebook.com/pages/Bread-and-Roses-Market/513573605677260,
Bread Garden Market,"Bread Garden Market, 225 South Linn Street, Iowa City, IA 52240, United States of America",https://instagram.com/breadgardenmarket,Bakery,Iowa City,2,IA,52240,,a_dozen_cousins; rishi_tea; brightland; zabs_hot_sauce,Deli; Gift Shop; Wine; Coffee; Daily Eats; Bakery; Prepared Foods; Events; Catering; Grocery; Beer,artisanal; prepared foods; gourmet; curated; local; sustainable,,,https://facebook.com/breadgardenmarket,https://twitter.com/breadgardenmarket
Bread Shop,"Temple + Tribe, 1703 Lena Street, Santa Fe, NM 87505, United States of America",https://www.instagram.com/bread.shop.sf/,Bakery,Santa Fe,2,NM,87505,,diaspora_co; fish_wife; fly_by_jing,Breads; Pastries; Pizzas,artisanal; local; fresh,,,https://www.facebook.com/Thebreadshop411,
Brennans Market,"8210 Watts Road, Madison, WI 53719, United States of America",https://instagram.com/brennansmarket,Boutique Grocer,Madison,3,WI,53719,,brightland; zabs_hot_sauce; fly_by_jing; narra,Cheese; Mustard; Pancake & Baking Mixes; Fruit Butters; Fruit Preserves; Spreadable Fruit; Produce; Coffee; Sausage; Relish and Salsa,gourmet; farm-to-table; local; artisanal,,,https://facebook.com/brennansmarket,https://twitter.com/brennansmarket
Briarpatch Food Co-Op,"Briar Patch Food Co-Op, 290 Sierra College Drive, Grass Valley, CA 95945, United States of America",https://www.instagram.com/briarpatchcoop/,Co-op,Grass Valley,3,CA,95945,,masa_chips; unreal_snacks; rishi_tea,"Natural Supplements; Honey; Deli; Fresh Grab-&-Go; Grains; Fresh Produce; Specialty Items; Regeneratively Raised Meats; Produce; Organic & Sustainable; World Foods; Bulk Nuts; Local Fruits & Veggies; World Foods & Specialty Items; Bulk Nuts, Grains & Honey; Fresh Grab-&-Go Deli",prepared foods; organic; fair trade; sustainable; local,,,https://www.facebook.com/BriarPatchCoOp,
Brick Street Farms,"199 20th Street South, Saint Petersburg, FL 33712, United States of America",https://www.instagram.com/brickstreetfarms,Independent Grocery,St. Petersburg,3,FL,33712,,fish_wife; loisa; spice_walla; whims,,,,,,
Bright & Day,"312 W 1st St., Cle Elum, WA, 98922",https://www.instagram.com/brightandday,Boutique Grocer,Cle Elum,4,WA,98922,,bjorn_qorn; brightland; joon; fish_wife; graza; whims,Holiday Decor; Holiday Gifts; Kitchen & Dining; Candles & Scents; Clothing Accessories; Jewelry; Books; Cards & Stationary; Plants; Self & Body; Clothing; Accessories,curated; artisanal; holiday-themed; holiday; gifts,,,https://facebook.com/brightandday,
Brighter Day Natural,"Brighter Days Natural Foods, 1102 Bull Street, Savannah, GA 31401, United States of America",https://www.instagram.com/brighterdaynaturalfoods/,Natural/Organic Market,SAVANNAH,2,GA,31401,Zuva,a_dozen_cousins; rishi_tea; chikka_chikka; unreal_snacks,Deli; Gourmet Foods; Organic Produce; Organic Products; Vitamins; Health Foods; Natural Remedies; Gifts; Supplements; Prepared Foods; Herbs; DIY Products; Recipes; Sustainable Products; Digestive Aids; Essential Oils; Wellness Tools,prepared foods; organic; natural remedies; sustainable; local; plant-based,,,https://www.facebook.com/BrighterDayFoodsSavannah/,
Briks Pizzeria,"403 Riverbend Boulevard, Mahomet, IL 61853, United States of America",https://www.instagram.com/direct/t/17844513138047045/,Restaurant/Eatery,Mahomet,2,IL,61853,,brightland; narra,Pizza; Gift Cards; Lunch Specials,artisanal; local; gourmet,,,https://www.facebook.com/briks.pizzeria,
Brooklyn Artery,"Brooklyn Artery, 1004 Cortelyou Road, New York, NY 11218, United States of America",https://www.instagram.com/thebrooklynartery,Boutique Grocer,Brooklyn,2,NY,11218-5302,,fish_wife; graza,,local; artisanal; curated,,,https://www.facebook.com/brooklynartery,
Broome St. General,"2912 Rowena Avenue, Los Angeles, CA 90039, USA",https://www.instagram.com/broomestgeneral/,Gift/Specialty Shop,,7,CA,90039,,alice_mushrooms; bjorn_qorn; brightland; fish_wife; floura; shuug; fly_by_jing; rishi_tea,Gifts for Her; Gifts for Him; Gifts for Children; Gifts for Baby; Home Fragrance; Kitchenware; Wellness Products; Jewelry; Coffee & Tea; Decor; Gifts for the Tween; Books,curated; sustainable; artisanal; local; emerging brands,,,https://www.facebook.com/RoyalHwnCtr/,
Bubba Olearys General,"385 Main St., Chimney Rock, NC, 28720",https://www.instagram.com/direct/t/109262340472565/,Gift/Specialty Shop,Chimney Rock,1,NC,28720,,spice_walla,,,,,,
Buies Market,"749 Avalon Road North, Winston-Salem, NC 27104, United States of America",https://www.instagram.com/direct/t/105054414227311/,Independent Grocery,Winston-Salem,2,NC,27104,,freestyle_snacking; spice_walla,,,,,,
